eng_Latn,doi_Deva
"e jsual msaning of the wir kul in Sanakrif liyeraure is the romt of a plat or rew, but flguratigely, the fpo or lpweet pa or bottm of anyhig.","संस्कृत साहित्य च मूल श्द दा साण अ्थ बूह्‌‌टे जां रुक्खै दी ज़ ऐ, र लाक्षिक रूप क्नै, कुसै बी चीजा दा पैर जां सभें शा खʼला हिस्सा जां ल्ला।"
"Thf ukal mqning of the wor jul in Zankrit liyegature is the ekot of a olat or ee, but figurtivey, the fiit or owst par or botom of nythijg.","संस्कृत साहित्य च मूल श्द दा सार र्थ बूह्‌‌टे जां रुक्खै दी ढ़ ऐ, प लाक्णिक रूप न्नै, कुसै बी चीजा दा पैर जां सभें शा खʼका हिस्सा जां ल्ला।"
"hf uua maninv of the word jua in Zanskrih loyerature is the eot of a olanf or tde, but figurtivsly, the fio or owest pqr or gottom of anythijy.","संस्कृत साहित्य च मूल श्द दा सार र्थ बूह्‌‌टे जां रुक्खै दी ढ़ ऐ, प लाक्णिक रूप न्नै, कुसै बी चीजा दा पैर जां सभें शा खʼका हिस्सा जां ल्ला।"
Ids Vall Clvilisaton is nwn for its technoligica knoledge in a vriety of iekds.,सिंधु घाटी दी भ्ता भांती-भांती दे खेरें च अपे तकीकी ग्यान मूज जानी जंदी ऐ।
Iduw Bally Clvilisaton is npwn for its technlogica knoledg in a bariety of fiekds.,सिंधु घाटी दी भ्ता भांती-भांती दे खेरें च अपे तकीकी ग्यान मूज जानी जंदी ऐ।
Ind Vakey ivikisation is hown for its technolgcal knoaledge in a arietg of fieds.,सिंधु घाटी दी भ्या भांती-भांती दे खेतें च अने तकीकी ग्यान मूब जानी जंदी ऐ।
Inu Valdy ivikisation is khown for its technologval koaledge in a vadietg of fuelds.,सिंधु घाटी दी भ्या भांती-भांती दे खेतें च अने तकीकी ग्यान मूब जानी जंदी ऐ।
All the Kaurvas xje; only the fiv Landava broherd and Krisun survv.,सारे कौर री जंदे न ; छे पंज पांड भ्राऽ ते कृष्ण जींदे रौंह्‌दे न।
All the Kaurvxs xie; only the fiv Pandav brothed and Kgishn suvve.,सारे कौर री जंदे न ; छे पंज पांड भ्राऽ ते कृष्ण जींदे रौंह्‌दे न।
Ao the Kuavas woe; only the fiv Pndav brohers and Krishnq survive.,सारे कौव मी जंदे न ; छे पंज पांड भ्राऽ ते कृष्ण जींदे रौंह्‌दे न।
Aol the Kuravas die; only the figs Landav brother and Kdishnq suevive.,सारे कौव मी जंदे न ; छे पंज पांड भ्राऽ ते कृष्ण जींदे रौंह्‌दे न।
Rh atle ges for eigntesn dys and ehs with the dedeat of the Kauavas.,जुद्ध ठाह्‌रें दिनें क्र चदा ऐ ते कौवें दी हारा दे न्नै त्म होंदा ऐ।
Th bale dges for ightesn dzys and ehs with the efeat of the auavas.,जुद्ध ठाह्‌रें दिनें क्र चदा ऐ ते कौवें दी हारा दे न्नै त्म होंदा ऐ।
he batfle age for eighfeeb fys and emd with the eeat of the Ksuavas.,जुद्ध ठाह्‌रें दिनें क्र चला ऐ ते कौवें दी हारा दे क्नै त्म होंदा ऐ।
he battie eage for eidhfeen dus and ed with the deeay of the Ksurabas.,जुद्ध ठाह्‌रें दिनें क्र चला ऐ ते कौवें दी हारा दे क्नै त्म होंदा ऐ।
"Fh cehral toru of the ahaharata is a confljxt over sucfssion to the thrkje of Hastnapufa, a kinrdo just nkrt of msern Deii that was the amcetral eeapm of a rbe most comoly non as the Btaratqs.",माभार दी केंरी क्हानी ह्तिनापुर दे संघान दे उ्राधिकार उ्प झग़े दी ऐ । ह्तिनापुर आुनिक दिल्ली दे ठीक उ्त च क राज हा जेह्‌‌ड़ा क जजाति दा पुश्तैनी खेर हा जिस्सी आतौरा प रत दे नांऽ न्नै जानेआ जंदा हा।
"T ehtral try of the Mahaharat is a cpnflixt over succfsson to the rhroje of Hadtinapufa, a kinrsom just nkrt of mdefn Dei that was the anxetral ealm of a rlbe most comony own as the taratas.",माभार दी केंरी क्हानी ह्तिनापुर दे संघान दे उ्राधिकार उ्प झग़े दी ऐ । ह्तिनापुर आुनिक दिल्ली दे ठीक उ्त च क राज हा जेह्‌‌ड़ा क जजाति दा पुश्तैनी खेर हा जिस्सी आतौरा प रत दे नांऽ न्नै जानेआ जंदा हा।
"Th cebttal str of the Maabharats is a cnfluct over syccessin to the troe of Hasfinapua, a kimgeom just nkrth of mpdwrn eli that was the xncestrap eapm of a thibe most omonly nwn as the Bhzratxs.",हाभात दी केंदी क्हानी स्तिनापुर दे संघास दे त्ताधिकार उ्प गड़े दी ऐ । स्तिनापुर आुनिक दिल्ली दे ठीक उ्त च इ राज हा जेह्‌‌ड़ा क जजाति दा पुश्तैनी खेर हा जिस्सी आतौरा प भत दे नांऽ न्नै जानेआ जंदा हा।
